movie_id,title,original_title,overview,tagline,genres,tmdb_poster_url,poster_path,popularity,vote_average,vote_count,release_date,runtime
1554,Down by Law,Down by Law,The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.,It's not where you start - It's where you start again.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",https://image.tmdb.org/t/p/w500/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg,/yqNZ9wPBCHt22tc3l4Nvw627DDO.jpg,8.843551,7.2,149.0,1986-05-01,107.0
3034,Young Frankenstein,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",The scariest comedy of all time!,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",https://image.tmdb.org/t/p/w500/c6335WJCZO8NK5wehHk5sA9Cypv.jpg,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,9.339316,7.7,880.0,1974-12-15,106.0
756,Fantasia,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",The most sensational sound you'll ever see!,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",https://image.tmdb.org/t/p/w500/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,8.03796,7.2,831.0,1940-11-13,124.0
10644,The Unbearable Lightness of Being,The Unbearable Lightness of Being,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",A lovers' story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,6.815147,7.0,89.0,1988-02-05,171.0
12104,Pink Floyd: The Wall,Pink Floyd: The Wall,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,The Memories. The Madness. The Music... The Movie.,"[{'id': 10402, 'name': 'Music'}]",https://image.tmdb.org/t/p/w500/aElHyIdF5jmctFGhlhhaPFsbBJC.jpg,/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg,6.773407,7.7,363.0,1982-07-14,95.0
8816,My Life as a Dog,Mitt liv som hund,"A boy and his brother don't get along well. In order to let their ill mother rest, they are separated and sent to different relatives.",,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",https://image.tmdb.org/t/p/w500/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg,/y61Bcb1NeLvq7D1gAyqS1mtoYbd.jpg,4.195896,7.3,70.0,1985-12-12,101.0
30180,Hype!,Hype!,"This documentary examines the Seattle scene as it became the focus of a merging of punk rock, heavy metal, and innovation. Building from the grass roots, self-promoted and self-recorded until break-out success of bands like Nirvana brought the record industry to the Pacific Northwest, a phenomenon was born.",,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",https://image.tmdb.org/t/p/w500/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg,/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg,3.465337,6.8,12.0,1996-11-08,84.0
33519,Amityville: A New Generation,Amityville: A New Generation,"When young photographer Keyes (Ross Partridge) snaps a picture of a mysterious homeless man the subject insists he take a dark yet strangely beautiful antique mirror. Back at Keyes' home, the demonic forces of the infamous Long Island horror-house find new life through the mirror's frightening reflections. As unsuspecting victims gaze into the shimmering glass, they witness the",Terror Has a Reflection All its Own.,"[{'id': 27, 'name': 'Horror'}]",https://image.tmdb.org/t/p/w500/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg,/k38YBT6yg22NziWVOT7p1ULLzQ9.jpg,6.401828,2.8,17.0,1993-09-29,90.0
25944,Blood for Dracula,Blood for Dracula,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",He couldn't live without a virgin's blood..... ...So a virgin had to die!,"[{'id': 27, 'name': 'Horror'}]",https://image.tmdb.org/t/p/w500/cLyCHzPT5kLBEPn4DMcqgNbjwke.jpg,/c4WFR6nV3oOkuKqxrVOs6ZOnXMd.jpg,1.825571,5.8,22.0,1974-08-13,103.0
32076,The Believers,The Believers,"Mourning the accidental death of his wife and having just moved to New York with his young son, laconic police psychologist Cal Jamison (Martin Sheen) is reluctantly drawn into a series of grisly, ritualistic murders involving the immolation of two youths.","Nothing can stop them, no one can help you. They know who you are.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg,/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg,3.321608,6.2,39.0,1987-06-09,114.0
571,The Birds,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.","...and remember, the next scream you hear may be your own!","[{'id': 27, 'name': 'Horror'}]",https://image.tmdb.org/t/p/w500/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,11.591462,7.3,959.0,1963-03-28,119.0
8851,The Blob,The Blob,"A mysterious creature from another planet, resembling a giant blob of jelly, lands on earth. The people of a nearby small town refuse to listen to some teenagers who have witnessed the blob's destructive power. In the meantime, the blob just keeps on getting bigger.",It crawls. It creeps. It eats you alive!,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",https://image.tmdb.org/t/p/w500/ctOwn1Ibg3SjDG4WulvFvSH0PRT.jpg,/zVkexIhS9zhazR5EP0e79G8IswT.jpg,7.079055,6.2,147.0,1958-09-12,86.0
28198,Vampire in Venice,Nosferatu a Venezia,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",,"[{'id': 27, 'name': 'Horror'}]",https://image.tmdb.org/t/p/w500/9WoZrEl55sPbyd1OKieidPa1CRR.jpg,/3pS6Ps4MPqut53S1mSPHkG9zDrP.jpg,0.952127,8.5,2.0,1988-09-15,97.0
2212,Nightwatch,Nightwatch,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/2ueCI9QX9AGa4SzJgrvK1fONCa5.jpg,/sI3moXaWI1ZVFR4oJ1Hp3TWSShh.jpg,6.122067,6.2,104.0,1997-01-31,102.0
21539,The Preacher's Wife,The Preacher's Wife,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley.",They needed help. What they got was a miracle.,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",https://image.tmdb.org/t/p/w500/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg,4.182641,5.4,55.0,1996-12-13,124.0
9037,Grease 2,Grease 2,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",The Music and Feeling go on Forever.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/ufWc8AR5D66lwB2UZvZ9xvGcDSD.jpg,/lTjDMtgfXb2bUrg80h2lJbvJMwW.jpg,14.202364,4.9,185.0,1982-06-11,115.0
168535,The Substance of Fire,The Substance of Fire,"Isaac Geldhart is a Holocaust survivor who, overcome by grief at the recent death of his wife, seems determined to run his publishing firm into the ground by printing books that have no hope of financial success. His son Aaron, who also works at the company, grows frustrated with Isaac's emotional decline and attempts to take over the firm. The resulting crisis involves Isaac's other two children, his daughter Sarah and his dying son Martin.",,"[{'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/kH5bjhWoHe0f8J2yMKGoTEhcngY.jpg,/kH5bjhWoHe0f8J2yMKGoTEhcngY.jpg,0.757322,6.0,1.0,1996-09-11,97.0
46681,Terror in a Texas Town,Terror in a Texas Town,"Armed with a harpoon, a Swedish whaler is out for revenge after the death of his father. A greedy oil man trying to buy up the Swede's land might be the guilty party.",When the Texas Plains Ran With Blood and Black Gold!,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",https://image.tmdb.org/t/p/w500/ibRCvORgozhzRb0X4uPDkaA89fG.jpg,/vMdO2xG0DtJNxa3gnUAwFopeJ4G.jpg,0.83621,7.1,13.0,1958-09-01,80.0
9819,Marvin's Room,Marvin's Room,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,A story about the years that keep us apart... And the moments that bring us together.,"[{'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/lTHq1K5Y6EDRjxTBvReXHY6AKQ3.jpg,/mousrrNQ0ypRjCvgYzgMrusTW8b.jpg,5.307984,6.6,130.0,1996-12-18,98.0
36040,Walkabout,Walkabout,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aborigine boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life.",A boy and girl face the challenge of the world's last frontier.,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/24vooYt5StgtgcQObVr1GHuM5gy.jpg,/24vooYt5StgtgcQObVr1GHuM5gy.jpg,10.177086,7.4,111.0,1971-07-01,95.0
74239,Message to Love: The Isle of Wight Festival,Message to Love: The Isle of Wight Festival,"In August 1970, 600,000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music, they also got a look at the greed, cynicism and corruption that would plague the music industry for years to come. They also witnessed the final, drugged out performance of Jimi Hendrix in England just two weeks before he would meet a tragic death. When it all was over, the fans view of rock and roll was never the same.",,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",https://image.tmdb.org/t/p/w500/umFPPFzQ5JPvCe6aCrpNUmbhNK4.jpg,/vdpNpmeJh3A3CtlkvHuy7m9NlER.jpg,0.330752,6.4,4.0,1996-02-15,127.0
9404,First Strike,警察故事4之簡單任務,Jackie Chan reprises his role as Chan Ka-Kui (also known in some versions as Jackie) yet again as a Hong Kong cop who works with Interpol to track down and arrest an illegal weapons dealer. Later Jackie realizes that things are not as simple as they appear and soon find himself a pawn of an organisation posing as Russian intelligence.,They thought they possessed the ultimate weapon. They hadn't counted on Jackie Chan.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/bRHbteT4IORJOXY0Qrnb4FPXRS0.jpg,/9i6bhYbxe2g02e3GhljtktuyDMj.jpg,9.206356,6.5,101.0,1996-02-10,107.0
14832,The Cement Garden,The Cement Garden,"After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.",Love knows no limits.,"[{'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/vtaZ8nJ46UKkqlHOgcdeMoYr9N0.jpg,/7bVAVixfrGcy8SeKElC8t2FynEd.jpg,15.975485,7.2,23.0,1993-02-20,105.0
55936,Prisoner of the Mountains,Кавказский пленник,"Based upon a short story by Leo Tolstoy, two Russian soldiers, Sacha and Vania, are ambushed by Muslim rebels in the grandly forbidding Caucasus and taken prisoner. Although complete understanding never fully emerges, their bittersweet ordeal reveals the human soul of two vastly different cultures.","An extraordinary story of hope, courage and humanity.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",https://image.tmdb.org/t/p/w500/82WdNsibYEwZI3u3XB0ndfKKKLe.jpg,/4S0VyYoGpXQqlWag5pWKOCgAYia.jpg,1.015881,6.6,14.0,1996-03-15,99.0
28059,SubUrbia,SubUrbia,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,8.67935,6.4,32.0,1996-02-07,121.0
25796,That Old Feeling,That Old Feeling,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,It was the perfect wedding except for two things... the bride's parents.,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/seeCorvsPL07f3Ga4RKqzzg8BBk.jpg,/tKvnzlzNJK0f1abseNPupFF3s36.jpg,1.954656,7.1,15.0,1997-04-04,105.0
9366,Donnie Brasco,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,Based on a true story.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,12.201954,7.4,1175.0,1997-02-27,127.0
9446,Jungle 2 Jungle,Jungle 2 Jungle,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",The big city is about to get a little savage.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://image.tmdb.org/t/p/w500/xRKfvheWRfkirm0kzdBAydUjiK5.jpg,/xylrUIHs3XxZ47scDg7H1wpYzm1.jpg,12.640569,4.9,122.0,1997-03-07,97.0
4477,The Devil's Own,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.","They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/3KIPu7H3tST0j4tpqdKpQZUBCQz.jpg,/7XIxdjhaoDIiv7slEiOhBEzMtqu.jpg,10.675073,5.9,300.0,1997-03-12,107.0
76996,Love and Other Catastrophes,Love and Other Catastrophes,A day in the life of two film-school students trying to find love and another house-mate.,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,0.915298,5.8,9.0,1996-08-01,78.0
47694,Temptress Moon,Feng yue,"Set in the decadent 1920s, Temptress Moon tells the very complicated story of a wealthy family living on the outskirts of Shanghai. Their youngest daughter, Ruyi, is brought up as a servant to her opium-addicted father and brother. Meanwhile, her brother-in-law Zhongliang has a successful, if illegal, career seducing and blackmailing married women in the city. When he comes to Ruyi's home the two fall in love, and trouble ensues.",,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/qpuVUxfLKlzQDqzMY4oTR1RCQNA.jpg,/o6MCqJzZUyahqX7zyTVrbucBx8g.jpg,1.136222,7.2,6.0,1996-05-09,130.0
59232,The War at Home,The War at Home,"Jeremy Collier is a Vietnam veteran who has returned home and is struggling to cope with the war experiences that haunt him. He is also at odds with his family, who cannot begin to understand what he has been through. Jeremy's battles with his family finally spiral out of control on Thanksgiving Day, when a bitter secret is revealed",There Is A Secret About To Explode.,"[{'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/la11ac7YYCDBsizOkKxqwn71VKQ.jpg,/la11ac7YYCDBsizOkKxqwn71VKQ.jpg,0.893464,6.9,7.0,1996-11-20,119.0
15170,Buddy,Buddy,An eccentric socialite raises a gorilla as her son.,Welcome to a family that will make yours seem tame,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://image.tmdb.org/t/p/w500/btOXctCZQQInaA1VlyI3KCEGzcp.jpg,/kbf9TnR3j81cRtafGDiGaMdTOz8.jpg,2.022706,3.9,13.0,1997-06-06,84.0
47686,Dream with the Fishes,Dream with the Fishes,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.","An oddball odyssey about voyeurism, LSD and nude bowling!","[{'id': 35, 'name': 'Comedy'}]",https://image.tmdb.org/t/p/w500/wEYVS0WSCC7ZtT9D1ZnpGA3RvDK.jpg,/tlUqk3T9KOSinF4SL0LqXtOyFm4.jpg,0.684192,7.7,10.0,1997-01-01,97.0
65889,Roseanna's Grave,Roseanna's Grave,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",A romantic comedy about the things we do for love.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg,/qaimjcQYua8UjnEJAx6UPjRRc3a.jpg,1.081043,6.3,4.0,1997-03-06,98.0
43771,Gabbeh,گبه,"An elderly couple go about their routine of cleaning their gabbeh (a intricately-designed rug), while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.",,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/uT2MCo2YKqMqtUXdtmy1rwR4IwD.jpg,/ierN63KDyfhgflZBXXvSqEcX3Sv.jpg,1.052071,7.5,6.0,1996-06-26,75.0
124834,Mondo,Mondo,"Mondo is a homeless young boy, with a big smile, who wanders around Nice looking for food and a place to sleep.",,"[{'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/fVbwUY29Qs1Sx6Bwn2KYxzyxSEd.jpg,/nE9jJau9e5LdU5whwcBIvXM031m.jpg,0.311968,7.0,3.0,1995-06-01,80.0
686,Contact,Contact,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.","If it's just us, it seems like an awful waste of space.","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",https://image.tmdb.org/t/p/w500/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg,/yRF1qpaQPZJjiORDsR7eUHzSHbf.jpg,14.374866,7.2,1338.0,1997-07-11,150.0
20737,Air Bud,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",He Sits. He Stays. He Shoots. He Scores.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/kDfzh6QdX2tseTwwyB7lp2RP7iE.jpg,/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg,9.407128,5.3,108.0,1997-08-01,98.0
9413,Picture Perfect,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",She was prepared for anything until love stormed in.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,4.347079,5.1,114.0,1997-08-01,105.0
8854,Steel,Steel,"Justice. Safe streets. Payback. Metallurgist John Henry Irons (O'Neal) vows to claim them all when a renegade military reject (Judd Nelson) puts new superweapons in dangerous hands. Helped by an electronics wiz (Annabeth Gish) and an imaginative scrap metal worker (Richard Roundtree), Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...if he can fix the untimely glitches in his untested gear. ""You all be cool now,"" the good-guy hero tells two crime victims he rescues. There'll be a lot of thrillin' before Steel himself can start chillin.'",Heroes don't come any bigger.,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://image.tmdb.org/t/p/w500/ufA7d5LT2rGj58KaZErPhcMkJ4U.jpg,/hbH8oXJZPwcYxaa1JrUMq4ogg7G.jpg,2.890462,4.2,49.0,1997-08-15,97.0
9416,Money Talks,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",This ain't no buddy movie.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",https://image.tmdb.org/t/p/w500/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,13.855037,6.0,90.0,1997-08-22,97.0
9433,The Edge,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.","They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",https://image.tmdb.org/t/p/w500/zplJqfuUyqzW0D4jX3W1afl0d7b.jpg,/fvokkKZuhMosdpABHduMdOdIDkp.jpg,15.174973,6.8,359.0,1997-09-06,117.0
56651,Kicked in the Head,Kicked in the Head,"Redmond is a young guy who can't find what to do with his life. When his uncle Sam gives him the bag to deliver to some uptown connection he fails to do so and it gets them in trouble with Jack, low-key criminal. After that tough guy Stretch wants Redmond to take part in his illegal beer business, but before Redmond gets involved, the business ends in a bad way. Redmond is also having affair with flight attendant Megan.",A satirical love story.,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://image.tmdb.org/t/p/w500/jJVtdeWddiarPpWgSnEBXEJAsz4.jpg,/jJVtdeWddiarPpWgSnEBXEJAsz4.jpg,0.07992,5.0,1.0,1997-09-26,87.0
10351,Wishmaster,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",Be careful what you wish for.,"[{'id': 27, 'name': 'Horror'}]",https://image.tmdb.org/t/p/w500/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,5.215107,5.6,114.0,1997-09-19,90.0
14289,Fire Down Below,Fire Down Below,"Martial arts star Steven Seagal stars in this action drama as Jack Taggart, an undercover agent working for the Environmental Protection Agency. When an EPA representative is murdered in a small Appalachian community, Taggart is sent in -- posing as a handyman working with a Christian relief agency -- to find out what happened.",One Man. One Secret. One Chance in Hell.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/nflONy2WMEui7uCGCAtkD1r9vnl.jpg,/nflONy2WMEui7uCGCAtkD1r9vnl.jpg,7.83099,5.0,91.0,1997-09-05,105.0
45928,Incognito,Incognito,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.",Harry Donovan is a master in the art of deception... trapped in a lie so perfect even the truth can't save him.,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://image.tmdb.org/t/p/w500/45idl65SLCipP1G1RMRVfkF4ldw.jpg,/1oqfg2IBGNFAFylDK56NXo558y2.jpg,0.961088,6.3,7.0,1997-11-14,108.0
